time,Current: AM1-source,Current: AMD1,Current: AMD4,Current: AMD3,Current: AMD2,Voltage: VMD1,Voltage: VMD4,Voltage: VMD3,Voltage: VMD2,Voltage: VM1-C1
4.1e-06,0.6330827191010897,0.6330827191010897,0.0,0.0,0.6330827191010897,0.0,-0.5088333836593779,-0.5088333836593779,0.0,0.5088333836593779
4.2e-06,0.6331982855668059,0.6331982855668059,0.0,0.0,0.6331982855668059,0.0,-0.5213943265996881,-0.5213943265996881,0.0,0.5213943265996881
4.2999999999999995e-06,0.6333136020558854,0.6333136020558854,0.0,0.0,0.6333136020558854,0.0,-0.5339550637017754,-0.5339550637017754,0.0,0.5339550637017754
4.4e-06,0.6334286685227681,0.6334286685227681,0.0,0.0,0.6334286685227681,0.0,-0.5465155900068599,-0.5465155900068599,0.0,0.5465155900068599
4.5e-06,0.6335434849220505,0.6335434849220505,0.0,0.0,0.6335434849220505,0.0,-0.5590759005562446,-0.5590759005562446,0.0,0.5590759005562446
4.6e-06,0.6336580512083998,0.6336580512083998,0.0,0.0,0.6336580512083998,0.0,-0.5716359903913176,-0.5716359903913176,0.0,0.5716359903913176
4.7e-06,0.6337723673365829,0.6337723673365829,0.0,0.0,0.6337723673365829,0.0,-0.5841958545535547,-0.5841958545535547,0.0,0.5841958545535547
4.8e-06,0.6338864332614662,0.6338864332614662,0.0,0.0,0.6338864332614662,0.0,-0.5967554880845203,-0.5967554880845203,0.0,0.5967554880845203
4.9e-06,0.6340002489380367,0.6340002489380367,0.0,0.0,0.6340002489380367,0.0,-0.6093148860258699,-0.6093148860258699,0.0,0.6093148860258699
4.9999999999999996e-06,0.6341138143213456,0.6341138143213456,0.0,0.0,0.6341138143213456,0.0,-0.6218740434193523,-0.6218740434193523,0.0,0.6218740434193523
5.0999999999999995e-06,0.6342271293665647,0.6342271293665647,0.0,0.0,0.6342271293665647,0.0,-0.6344329553068109,-0.6344329553068109,0.0,0.6344329553068109
5.199999999999999e-06,0.6343401940289652,0.6343401940289652,0.0,0.0,0.6343401940289652,0.0,-0.6469916167301861,-0.6469916167301861,0.0,0.6469916167301861
5.3e-06,0.6344530082638755,0.6344530082638755,0.0,0.0,0.6344530082638755,0.0,-0.6595500227315176,-0.6595500227315176,0.0,0.6595500227315176
5.4e-06,0.6345655720268155,0.6345655720268155,0.0,0.0,0.6345655720268155,0.0,-0.6721081683529453,-0.6721081683529453,0.0,0.6721081683529453
5.5e-06,0.6346778852733053,0.6346778852733053,0.0,0.0,0.6346778852733053,0.0,-0.6846660486367123,-0.6846660486367123,0.0,0.6846660486367123
5.6e-06,0.6347899479590069,0.6347899479590069,0.0,0.0,0.6347899479590069,0.0,-0.6972236586251662,-0.6972236586251662,0.0,0.6972236586251662
5.7e-06,0.6349017600397104,0.6349017600397104,0.0,0.0,0.6349017600397104,0.0,-0.7097809933607617,-0.7097809933607617,0.0,0.7097809933607617
5.7999999999999995e-06,0.6350133214712343,0.6350133214712343,0.0,0.0,0.6350133214712343,0.0,-0.7223380478860617,-0.7223380478860617,0.0,0.7223380478860617
5.899999999999999e-06,0.6351246322095676,0.6351246322095676,0.0,0.0,0.6351246322095676,0.0,-0.7348948172437402,-0.7348948172437402,0.0,0.7348948172437402
6e-06,0.635235692210756,0.635235692210756,0.0,0.0,0.635235692210756,0.0,-0.7474512964765833,-0.7474512964765833,0.0,0.7474512964765833
6.1e-06,0.635346501430945,0.635346501430945,0.0,0.0,0.635346501430945,0.0,-0.7600074806274918,-0.7600074806274918,0.0,0.7600074806274918
6.2e-06,0.6354570598263933,0.6354570598263933,0.0,0.0,0.6354570598263933,0.0,-0.7725633647394832,-0.7725633647394832,0.0,0.7725633647394832
6.3e-06,0.6355673673534596,0.6355673673534596,0.0,0.0,0.6355673673534596,0.0,-0.785118943855693,-0.785118943855693,0.0,0.785118943855693
6.4e-06,0.635677423968616,0.635677423968616,0.0,0.0,0.635677423968616,0.0,-0.7976742130193778,-0.7976742130193778,0.0,0.7976742130193778
6.5e-06,0.6357872296283915,0.6357872296283915,0.0,0.0,0.6357872296283915,0.0,-0.8102291672739159,-0.8102291672739159,0.0,0.8102291672739159
6.5999999999999995e-06,0.6358967842894003,0.6358967842894003,0.0,0.0,0.6358967842894003,0.0,-0.8227838016628106,-0.8227838016628106,0.0,0.8227838016628106
6.699999999999999e-06,0.6360060879084699,0.6360060879084699,0.0,0.0,0.6360060879084699,0.0,-0.8353381112296905,-0.8353381112296905,0.0,0.8353381112296905
6.799999999999999e-06,0.636115140442385,0.636115140442385,0.0,0.0,0.636115140442385,0.0,-0.8478920910183134,-0.8478920910183134,0.0,0.8478920910183134
6.9e-06,0.6362239418481295,0.6362239418481295,0.0,0.0,0.6362239418481295,0.0,-0.860445736072567,-0.860445736072567,0.0,0.860445736072567
7e-06,0.6363324920827154,0.6363324920827154,0.0,0.0,0.6363324920827154,0.0,-0.8729990414364708,-0.8729990414364708,0.0,0.8729990414364708
7.1e-06,0.6364407911033396,0.6364407911033396,0.0,0.0,0.6364407911033396,0.0,-0.8855520021541785,-0.8855520021541785,0.0,0.8855520021541785
7.2e-06,0.6365488388672134,0.6365488388672134,0.0,0.0,0.6365488388672134,0.0,-0.8981046132699801,-0.8981046132699801,0.0,0.8981046132699801
7.2999999999999996e-06,0.6366566353316756,0.6366566353316756,0.0,0.0,0.6366566353316756,0.0,-0.9106568698283037,-0.9106568698283037,0.0,0.9106568698283037
7.3999999999999995e-06,0.636764180454179,0.636764180454179,0.0,0.0,0.636764180454179,0.0,-0.9232087668737171,-0.9232087668737171,0.0,0.9232087668737171
7.499999999999999e-06,0.6368714741922759,0.6368714741922759,0.0,0.0,0.6368714741922759,0.0,-0.9357602994509302,-0.9357602994509302,0.0,0.9357602994509302
7.6e-06,0.6369785165036035,0.6369785165036035,0.0,0.0,0.6369785165036035,0.0,-0.9483114626047968,-0.9483114626047968,0.0,0.9483114626047968
7.699999999999999e-06,0.6370853073458989,0.6370853073458989,0.0,0.0,0.6370853073458989,0.0,-0.960862251380316,-0.960862251380316,0.0,0.960862251380316
7.8e-06,0.6371918466769984,0.6371918466769984,0.0,0.0,0.6371918466769984,0.0,-0.9734126608226357,-0.9734126608226357,0.0,0.9734126608226357
7.899999999999999e-06,0.6372981344548379,0.6372981344548379,0.0,0.0,0.6372981344548379,0.0,-0.9859626859770527,-0.9859626859770527,0.0,0.9859626859770527
8e-06,0.6374041706374953,0.6374041706374953,0.0,0.0,0.6374041706374953,0.0,-0.9985123218890161,-0.9985123218890161,0.0,0.9985123218890161
8.1e-06,0.637509955183063,0.637509955183063,0.0,0.0,0.637509955183063,0.0,-1.011061563604128,-1.011061563604128,0.0,1.011061563604128
8.2e-06,0.6376154880498177,0.6376154880498177,0.0,0.0,0.6376154880498177,0.0,-1.0236104061681468,-1.0236104061681468,0.0,1.0236104061681468
8.3e-06,0.6377207691960365,0.6377207691960365,0.0,0.0,0.6377207691960365,0.0,-1.036158844626988,-1.036158844626988,0.0,1.036158844626988
8.4e-06,0.6378257985802094,0.6378257985802094,0.0,0.0,0.6378257985802094,0.0,-1.0487068740267271,-1.0487068740267271,0.0,1.0487068740267271
